Date,Symbol,Market,Open,High,Low,Close,Volume,Value
2026-07-27,TEL,REGS,113.8,114.0,113.0,113.6,10449,1190249.8
2026-07-27,TGN,REGS,98.8,99.1,97.7,98.8,17839,1763668.2
2026-07-27,TLV,REGS,37.12,37.2,37.02,37.02,471301,17505488.0
2026-07-27,TRANSI,REGS,0.674,0.674,0.662,0.664,91478,60841.554
2026-07-27,TRI29,XRB,18.0,18.0,18.0,18.0,1000,19680.56
2026-07-27,TRIP,REGS,1.68,1.68,1.6,1.645,473712,777417.775
2026-07-27,TRNG,XRS1,9.1,9.1,9.1,9.1,20,182.0
2026-07-27,TRP,REGS,0.448,0.448,0.442,0.4455,455581,202939.502
2026-07-27,TSND,XRS1,0.07,0.07,0.07,0.07,297,20.79
2026-07-27,TTS,REGS,6.54,6.6,6.48,6.6,135987,889705.14
2026-07-27,TUAA,XRS1,0.118,0.118,0.118,0.118,1012,119.416
2026-07-27,TVBETETF,REGS,61.6,61.95,61.36,61.61,90341,5568878.56
2026-07-27,UAM,REGS,0.41,0.458,0.41,0.458,2010,824.58
2026-07-27,UARG,XRS1,1.64,1.79,1.64,1.64,32,52.63
2026-07-27,UNIR,XRS1,1.88,2.0,1.88,1.88,223,421.04
2026-07-27,UNISEM,XRS1,0.68,0.68,0.65,0.66,43252,28434.9
2026-07-27,UZC,XRS1,5.6,5.6,5.6,5.6,1,5.6
2026-07-27,VAC,XRS1,6.45,6.95,6.45,6.95,243,1659.05
2026-07-27,VISTA36E,EORDB,100.0,100.0,100.0,100.0,2,1053408.33
2026-07-27,VNC,REGS,0.0965,0.0965,0.0945,0.0945,3409,328.7945
2026-07-27,WINE,REGS,19.95,19.95,19.5,19.9,4895,96284.75
2026-07-28,2P,XRS1,1.04,1.05,1.04,1.05,8622,9051.02
2026-07-28,4RT,XRS1,1.57,1.62,1.57,1.62,3521,5589.08
2026-07-28,AAG,REGS,4.12,4.12,4.05,4.12,1232,5034.79
2026-07-28,ABG29E,EXRB,100.2,100.2,100.2,100.2,147,77787.18
2026-07-28,ADISS,XRS1,0.185,0.216,0.185,0.216,2010,372.16
2026-07-28,ADS,XRSI,935.8,935.8,935.8,935.8,1,935.8
2026-07-28,AG,XRS1,1.55,1.585,1.55,1.57,8988,14096.0
2026-07-28,AGR28,XRB,101.0,101.0,101.0,101.0,4,416.72
2026-07-28,ALB,XRS1,2.74,2.74,2.74,2.74,1,2.74
2026-07-28,ALDANI,XRS1,1.84,1.84,1.84,1.84,1000,1840.0
2026-07-28,ALR,REGS,1.43,1.43,1.415,1.43,20726,29403.27
2026-07-28,ALT,REGS,0.073,0.073,0.07,0.07,535,39.052
2026-07-28,ALU,REGS,2.7,2.7,2.67,2.7,10399,27982.47
2026-07-28,ALW,XRS1,25.3,25.3,24.2,24.9,3922,95606.8
2026-07-28,AQ,REGS,1.8,1.81,1.79,1.81,326226,588053.835
2026-07-28,ARCU,XRS1,3.72,3.9,3.72,3.9,16,59.7
2026-07-28,ARCV,XRS1,0.158,0.158,0.158,0.158,1000,158.0
2026-07-28,ARM,REGS,0.29,0.298,0.29,0.292,1855,542.178
2026-07-28,ARO,XRS1,1.9,1.9,1.9,1.9,1338,2542.2
2026-07-28,AROBS,REGS,0.724,0.736,0.72,0.732,217268,158363.478
2026-07-28,ARS,REGS,18.8,19.0,18.0,18.2,20281,375537.95
2026-07-28,ASC,XRS1,12.35,12.65,12.35,12.65,1188,14752.2
2026-07-28,ASC27,XRB,99.85,99.85,99.85,99.85,200,20791.92
2026-07-28,ASP,XRS1,0.0215,0.0215,0.0215,0.0215,1200,25.8
2026-07-28,AST,XRS1,21.2,21.2,21.2,21.2,130,2756.0
2026-07-28,ATB,REGS,2.155,2.16,2.14,2.15,73244,157505.74
2026-07-28,AVIO,XRS1,2.57,2.57,2.57,2.57,4,10.28
2026-07-28,B2707A,REGT,97.0002,97.0002,97.0002,97.0002,2,19412.76
2026-07-28,BALN,XRS1,0.0945,0.11,0.0925,0.099,31075,2899.06
2026-07-28,BAYN,XRSI,244.5,244.5,242.0,242.0,6,1454.5
2026-07-28,BBGA,XRS1,2.42,2.42,2.14,2.14,566,1214.88
2026-07-28,BCM,REGS,0.131,0.131,0.131,0.131,861,112.791
2026-07-28,BENTO,XRS1,8.58,8.62,8.58,8.6,1712,14706.5
2026-07-28,BIO,REGS,1.335,1.34,1.325,1.34,36531,48547.825
2026-07-28,BIOW,XRS1,0.0755,0.078,0.0755,0.078,10923,831.187
2026-07-28,BKAURTL28,RGSP,58.77,58.77,58.0,58.0,11,638.77
2026-07-28,BKAURTL29,RGSP,8.66,8.66,8.48,8.48,244,2108.72
2026-07-28,BKAURTL31,RGSP,28.72,28.72,27.1,27.1,1162,32498.43
2026-07-28,BKAURTL32,RGSP,2.2,2.22,1.88,1.98,8589,17907.32
2026-07-28,BKAURTS36,RGSP,53.0,53.0,53.0,53.0,9,477.0
2026-07-28,BKBETETF,REGS,43.78,43.865,43.78,43.865,69,3025.165
2026-07-28,BKDOWTLA4,RGSP,91.8,91.8,91.8,91.8,100,9180.0
2026-07-28,BKDOWTLG2,RGSP,5.8,5.81,5.8,5.8,11748,68221.9
2026-07-28,BKDOWTLG5,RGSP,4.08,4.08,4.08,4.08,2250,9180.0
2026-07-28,BKDOWTLG6,RGSP,34.99,36.87,34.99,36.33,2093,76168.38
2026-07-28,BKDOWTLH2,RGSP,31.7,33.5,31.51,33.15,43817,1405297.35
2026-07-28,BKDOWTSG7,RGSP,2.44,2.44,2.26,2.29,61307,142219.32
2026-07-28,BKDOWTSG8,RGSP,13.5,13.5,11.59,12.0,36832,450525.08
2026-07-28,BKDOWTSG9,RGSP,8.99,9.27,7.18,7.63,494143,4003213.58
2026-07-28,BKWTITL11,RGSP,5.03,5.03,5.03,5.03,800,4024.0
2026-07-28,BKWTITL25,RGSP,4.17,4.22,4.1,4.21,24698,103911.3
2026-07-28,BKWTITL30,RGSP,16.29,16.78,16.29,16.78,2457,40675.03
2026-07-28,BKWTITL32,RGSP,2.02,2.09,1.97,2.09,1846,3767.14
2026-07-28,BKWTITL7,RGSP,5.13,5.13,5.13,5.13,100,513.0
2026-07-28,BKWTITS42,RGSP,4.67,4.68,4.64,4.68,3075,14280.75
2026-07-28,BKWTITS43,RGSP,18.83,19.5,18.75,18.77,30484,574790.94
2026-07-28,BMW,XRSI,307.9,314.0,307.9,314.0,55,17006.4
2026-07-28,BNET,REGS,0.102,0.114,0.102,0.1085,4510344,468479.631
2026-07-28,BNET27A,ORDB,98.72,98.72,98.72,98.72,15,1494.97
2026-07-28,BNET28,ORDB,95.9,96.0,95.9,96.0,50,4855.5
2026-07-28,BONA,XRS1,0.56,0.575,0.53,0.53,15977,9085.985
2026-07-28,BRCR,XRS1,0.3,0.3,0.3,0.3,10,3.0
2026-07-28,BRD,REGS,36.9,37.3,36.75,37.3,113426,4212241.15
2026-07-28,BRK,REGS,0.135,0.1375,0.1335,0.1335,1173559,158244.805
2026-07-28,BRK26,ORDB,98.51,99.84,98.51,99.84,31,3100.95
2026-07-28,BRM,REGS,2.06,2.2,2.06,2.2,61,129.72
2026-07-28,BTBETRETF,REGS,12.65,13.498,12.62,12.698,275619,3499432.48
2026-07-28,BUCS,XRS1,0.2,0.2,0.2,0.2,3,0.6
2026-07-28,BUCU,XRS1,1.72,1.74,1.72,1.74,3556,6116.6
2026-07-28,BUCV,REGS,1.18,1.23,1.18,1.23,5100,6023.0
2026-07-28,BVB,REGS,95.2,96.2,87.6,89.2,33376,3078856.2
2026-07-28,CAIN,XRS1,65.0,70.0,58.0,58.0,19,1170.0
2026-07-28,CAOR,REGS,1.71,1.71,1.7,1.7,525,892.86
2026-07-28,CBC,REGS,25.2,25.2,24.2,24.2,67,1628.4
2026-07-28,CC,XRS1,13.7,13.7,13.6,13.65,2070,28226.4
2026-07-28,CCOM,XRS1,0.0895,0.0895,0.0895,0.0895,12,1.074
2026-07-28,CEPO,XRS1,7.8,7.8,6.9,6.9,170,1191.0
2026-07-28,CFH,REGS,43.0,43.8,42.15,43.8,15411,665911.8
2026-07-28,CHRD,XRS1,7.95,7.95,7.95,7.95,1,7.95
2026-07-28,CLAIM,XRS1,3.98,3.98,3.98,3.98,103,409.94
2026-07-28,CMF,REGS,4.7,4.72,4.42,4.42,220,1020.6
2026-07-28,CMP,REGS,0.724,0.724,0.712,0.722,15026,10735.77
2026-07-28,CMVX,XRS1,75.0,75.5,71.5,74.5,87,6328.0
2026-07-28,CODE,XRS1,1.02,1.02,1.0,1.0,609,619.18
2026-07-28,COKJ,XRS1,63.5,63.5,63.5,63.5,12,762.0
2026-07-28,COMI,REGS,0.01,0.0106,0.01,0.0106,5316,56.0898
2026-07-28,COTE,REGS,78.2,79.0,77.4,78.6,4736,371295.6
2026-07-28,CPLB,XRS1,10.8,10.8,10.8,10.8,1,10.8
2026-07-28,CRC,REGS,6.12,6.12,6.12,6.12,101,618.12
2026-07-28,CRMC,XRS1,0.132,0.132,0.131,0.131,6331,832.758
2026-07-28,DAI,XRSI,248.0,249.8,244.0,245.7,154,38044.6
2026-07-28,DBK,XRSI,160.38,161.4,160.38,161.4,81,12998.16
2026-07-28,DENT,XRS1,1.18,1.18,1.18,1.18,1,1.18
2026-07-28,DIGI,REGS,66.5,68.5,66.4,68.5,61568,4189359.2
2026-07-28,DN,XRS1,3.6,3.62,3.52,3.61,184409,661150.48
2026-07-28,DPW,XRSI,303.1,303.1,303.1,303.1,3,909.3
2026-07-28,DTE,XRSI,143.0,144.05,142.95,144.05,78,11191.1
2026-07-28,DTG,XRSI,247.0,248.1,247.0,248.1,62,15327.2
2026-07-28,EAI,REGS,15.84,15.98,15.7,15.9,58969,937520.14
2026-07-28,EBADSTL11,RGSP,51.33,51.33,51.33,51.33,9,461.97
2026-07-28,EBADSTL12,RGSP,44.89,44.89,44.89,44.89,5,224.45
2026-07-28,EBBMWTL12,RGSP,17.74,17.74,17.5,17.5,3015,52846.1
2026-07-28,EBBMWTL13,RGSP,6.19,6.4,6.19,6.4,329,2060.68
2026-07-28,EBDAXTL87,RGSP,484.5,484.5,484.5,484.5,1,484.5
2026-07-28,EBEBSTL49,RGSP,44.58,44.58,44.58,44.58,50,2229.0
2026-07-28,EBEUSDTL26,RGSP,4.43,4.43,4.43,4.43,1500,6645.0
2026-07-28,EBFPTL28,RGSP,34.08,34.08,34.08,34.08,3,102.24
2026-07-28,EBGLDTL32,RGSP,846.0,846.0,846.0,846.0,1,846.0
2026-07-28,EBH2OTL1,RGSP,12.69,12.69,12.53,12.53,64,802.08
2026-07-28,EBLHATS1,RGSP,1.3,1.36,1.3,1.36,105,136.8
2026-07-28,EBLHATS2,RGSP,2.35,2.35,2.35,2.35,100,235.0
2026-07-28,EBS,REGS,604.5,605.5,597.5,598.0,631,379633.0
2026-07-28,EBSLVTL36,RGSP,159.49,275.0,159.49,275.0,6,1072.73
2026-07-28,EBSLVTL44,RGSP,140.36,140.36,137.75,137.75,17,2364.61
2026-07-28,EBSNGTL12,RGSP,1472.93,1472.93,1472.93,1472.93,5,7364.65
2026-07-28,EBSNGTL7,RGSP,183.76,183.76,183.76,183.76,5,918.8
2026-07-28,EBSNPTL15,RGSP,12.25,12.25,12.25,12.25,100,1225.0
2026-07-28,EBSNPTL16,RGSP,11.45,11.45,11.45,11.45,4,45.8
2026-07-28,EBVWTL10,RGSP,15.25,15.32,15.25,15.32,1050,16047.5
2026-07-28,EBWTI1,RGSP,21.7,21.74,21.7,21.74,715,15516.58
2026-07-28,ECT,REGS,0.065,0.065,0.065,0.065,12,0.78
2026-07-28,EFO,REGS,0.765,0.765,0.74,0.76,1113,843.61
2026-07-28,EL,REGS,51.1,51.6,49.65,50.5,83516,4198842.5
2026-07-28,ELGS,REGS,0.206,0.206,0.2,0.2,99048,19869.97
2026-07-28,ELJA,XRS1,72.5,72.5,70.0,70.0,111,8020.0
2026-07-28,ELMA,REGS,0.24,0.24,0.23,0.23,26450,6121.88
2026-07-28,EM,XRS1,42.1,43.0,41.75,43.0,517,21735.4
2026-07-28,ENP,REGS,0.89,0.945,0.815,0.945,517,427.905
2026-07-28,EOAN,XRSI,100.0,100.0,100.0,100.0,10,1000.0
2026-07-28,EVER,REGS,3.39,3.4,3.36,3.4,179969,609186.19
2026-07-28,FACY,XRS1,10.1,10.1,10.1,10.1,40,404.0
2026-07-28,FERO,XRS1,1.09,1.1,1.03,1.08,3261,3464.86
2026-07-28,FOJE,XRS1,29.8,29.8,29.5,29.7,418,12413.9
2026-07-28,FOSB,XRS1,0.725,0.725,0.725,0.725,3000,2175.0
2026-07-28,FP,REGS,0.606,0.61,0.603,0.61,2705274,1642902.565
2026-07-28,GIBEFETF,REGS,21.9,21.9,21.89,21.9,7990,174979.48
2026-07-28,GRF,XRS1,1.44,1.44,1.4,1.4,6516,9246.4
2026-07-28,GSH,XRS1,0.34,0.364,0.34,0.364,6945,2385.352
2026-07-28,H2O,REGS,199.8,200.5,198.8,200.0,36240,7241499.4
2026-07-28,HAI,XRS1,0.362,0.369,0.362,0.369,31118,11264.772
2026-07-28,HUNT,XRS1,0.838,0.846,0.82,0.82,53499,44713.552
2026-07-28,IARV,REGS,39.0,39.0,38.4,38.9,3412,132475.9
2026-07-28,ICBETNETF,REGS,164.3,165.42,164.3,165.38,547,90287.36
2026-07-28,ICCROETF,REGS,215.0,215.5,215.0,215.5,36,7756.0
2026-07-28,ICEV,XRS1,2.14,2.14,2.14,2.14,102,218.28
2026-07-28,ICSLOETF,REGS,350.5,352.5,350.5,352.5,31,10900.5
2026-07-28,IMP,REGS,4.21,4.21,4.1,4.14,22403,92192.13
2026-07-28,IMP27E,EORDB,101.0,101.25,101.0,101.25,30,16452.92
2026-07-28,IMPI27E,EXRB,43.0,43.0,43.0,43.0,11,25176.45
2026-07-28,INFINITY,REGS,4.04,4.13,4.04,4.13,171219,702746.78
2026-07-28,INTA,XRS1,29.0,29.0,29.0,29.0,29,841.0
2026-07-28,IPRU,XRS1,1.75,1.775,1.73,1.775,12192,21471.39
2026-07-28,ISSA26E,EXRB,99.8,99.8,99.8,99.8,100,52803.75
2026-07-28,ITG,XRS1,6.39,6.63,6.39,6.39,2405,15418.25
2026-07-28,JTG,XRS1,4.09,4.09,4.0,4.01,982,3950.45
2026-07-28,LHA,XRSI,47.5,47.5,47.45,47.45,103,4892.35
2026-07-28,LIH,XRS1,0.51,0.52,0.51,0.52,9511,4943.33
2026-07-28,LIH28,XRB,90.5,90.5,90.5,90.5,25,2270.83
2026-07-28,LION,REGS,4.54,4.62,4.51,4.62,18645,84828.1
2026-07-28,LONG,REGS,2.35,2.4,2.34,2.38,32071,75939.28
2026-07-28,M,REGS,12.16,12.2,12.0,12.2,75645,918106.38
2026-07-28,MACO,XRS1,25.0,25.9,25.0,25.9,1739,44207.2
2026-07-28,MAM,XRS1,1.2,1.34,1.2,1.21,530,670.2
2026-07-28,MFC,REGS,19.0,19.0,19.0,19.0,347,6593.0
2026-07-28,MIB,XRS1,20.0,20.0,20.0,20.0,67,1340.0
2026-07-28,MILK,XRS1,6.2,6.2,5.85,5.85,359,2104.8
2026-07-28,MOIB,XRS1,1.28,1.28,1.28,1.28,5,6.4
2026-07-28,MWGP27,XRB,18.72,18.72,18.72,18.72,4,77.6
2026-07-28,NAPO,REGS,2.06,2.06,2.06,2.06,50,103.0
2026-07-28,NC,XRS1,0.68,0.69,0.675,0.685,32190,22004.405
2026-07-28,NEOL,XRS1,0.21,0.21,0.21,0.21,1500,315.0
2026-07-28,NRF,XRS1,2.98,3.06,2.78,2.89,55071,161014.37
2026-07-28,NRF29,XRB,98.0,98.0,98.0,98.0,249,24685.59
2026-07-28,OIL,REGS,0.119,0.1215,0.119,0.1215,450301,54208.591
2026-07-28,OMRO32,XRB,99.0,99.0,99.0,99.0,100,10420.0
2026-07-28,ONE,REGS,34.4,34.7,34.3,34.7,8148,281553.25
2026-07-28,PBK,REGS,0.1415,0.1445,0.139,0.142,924567,130181.992
2026-07-28,PBK27E,EORDB,99.55,99.55,99.5,99.5,20,53307.29
2026-07-28,PBK28E,EORDB,98.6,98.76,98.6,98.76,4,10545.35
2026-07-28,PE,REGS,60.4,60.4,59.8,60.4,15198,914206.8
2026-07-28,PPL,REGS,7.45,7.45,7.45,7.45,3,22.35
2026-07-28,PPLI,XRS1,2.16,2.34,1.9,2.34,1164,2282.08
2026-07-28,PREB,REGS,1.95,1.995,1.95,1.95,8433,16465.785
2026-07-28,PRSN,XRS1,0.119,0.119,0.117,0.117,61050,7263.8
2026-07-28,PTENGETF,REGS,16.974,17.082,16.95,17.046,40538,690385.162
2026-07-28,PTR,REGS,0.674,0.678,0.672,0.678,25306,17133.348
2026-07-28,PVBS,XRS1,0.53,0.53,0.45,0.52,413,214.98
2026-07-28,R2610A,REGT,100.2983,100.2983,100.0,100.0,466,49388.28
2026-07-28,R2612A,REGT,100.05,100.2,100.04,100.04,1271,132876.77
2026-07-28,R2612AE,EREGT,99.1611,99.1611,99.1611,99.1611,17,8920.58
2026-07-28,R2612BE,EREGT,99.55,99.55,99.55,99.55,10,5326.9
2026-07-28,R2702AE,EREGT,99.96,99.98,99.5,99.5,560,297365.4
2026-07-28,R2703A,REGT,99.9999,100.11,99.9999,100.11,2000,205572.8
2026-07-28,R2704A,REGT,99.82,100.03,99.82,99.94,985,100280.0
2026-07-28,R2704AE,EREGT,99.51,99.51,99.51,99.51,44,23150.6
2026-07-28,R2706A,REGT,100.16,100.18,100.16,100.18,60,6060.26
2026-07-28,R2706AE,EREGT,99.5615,99.5615,99.5615,99.5615,40,20930.8
2026-07-28,R2706B,REGT,100.9012,101.0,100.82,101.0,826,84163.24
2026-07-28,R2707A,REGT,99.9899,99.9899,99.85,99.85,342,34365.4
2026-07-28,R2707AE,EREGT,99.7,99.9,99.7,99.9,50,26120.05
2026-07-28,R2707B,REGT,101.0,101.1498,101.0,101.0,303,30705.26
2026-07-28,R2707C,REGT,100.01,100.22,100.01,100.22,257,25795.98
2026-07-28,R2708A,REGT,100.14,100.14,100.1,100.1,32,3425.44
2026-07-28,R2708B,REGT,100.9,101.03,100.9,100.91,896,97536.35
2026-07-28,R2709A,REGT,99.9997,99.9997,99.7,99.7001,206,21823.38
2026-07-28,R2709AE,EREGT,99.0,99.0,98.86,98.86,101,53665.06
2026-07-28,R2709B,REGT,100.6101,101.0,100.6101,101.0,189,20423.49
2026-07-28,R2710A,REGT,100.4877,100.4877,99.53,100.0,155,16290.16
2026-07-28,R2710B,REGT,101.149,101.149,100.75,101.1479,84,9011.74
2026-07-28,R2711A,REGT,99.8999,99.97,98.0,99.97,2777,289832.37
2026-07-28,R2711B,REGT,100.892,100.892,100.892,100.892,14,1489.6
2026-07-28,R2712A,REGT,99.44,99.44,99.25,99.25,84,8689.66
2026-07-28,R2712B,REGT,100.7485,101.0,100.7485,101.0,2355,248812.9
2026-07-28,R2712D,REGT,100.4998,100.65,100.4998,100.65,842,88576.89
2026-07-28,R2801A,REGT,98.8699,98.88,98.8699,98.88,130,13273.4
2026-07-28,R2801B,REGT,99.9499,100.3991,99.9499,100.3991,2032,211201.21
2026-07-28,R2802A,REGT,100.04,100.0403,100.023,100.0403,539,55737.9
2026-07-28,R2802B,REGT,99.8501,100.0,99.85,100.0,1157,119328.69
2026-07-28,R2802C,REGT,97.9203,97.9203,97.9203,97.9203,33,3321.45
2026-07-28,R2803A,REGT,99.91,100.28,99.91,100.28,237,24389.17
2026-07-28,R2803B,REGT,99.5,99.79,99.5,99.79,1017,104035.91
2026-07-28,R2803C,REGT,97.51,97.51,97.51,97.51,20,1993.6
2026-07-28,R2804A,REGT,100.098,100.098,99.85,100.098,200,20408.75
2026-07-28,R2804AE,EREGT,101.2255,101.6,101.2156,101.4,300,161859.05
2026-07-28,R2804B,REGT,100.0001,100.2875,100.0,100.2875,1150,117366.5
2026-07-28,R2804C,REGT,98.5001,99.0,98.5001,99.0,141,14155.75
2026-07-28,R2805B,REGT,100.2998,100.2998,100.1,100.1,599,60824.46
2026-07-28,R2805C,REGT,98.5,98.8,97.6307,98.8,2587,257748.28
2026-07-28,R2806B,REGT,99.85,100.05,99.85,100.05,890,89629.51
2026-07-28,R2807A,REGT,100.0,100.0,100.0,100.0,50,5013.0
2026-07-28,R2807B,REGT,100.3,100.3,99.7501,99.7501,168,16837.55
2026-07-28,R2808AE,EREGT,100.9,100.9,100.9,100.9,1,527.77
2026-07-28,R2810AE,EREGT,100.5538,100.5544,100.52,100.52,666,365423.46
2026-07-28,R2810CE,EREGT,98.6,98.6,98.6,98.6,34,18109.76
2026-07-28,R2811AE,EREGT,97.01,98.2,96.7302,97.9999,312,164164.8
2026-07-28,R2812AE,EREGT,100.8649,100.89,100.7,100.71,101,55039.76
2026-07-28,R2901AE,EREGT,97.0,97.0,97.0,97.0,15,7761.15
2026-07-28,R2903AE,EREGT,99.75,99.75,99.75,99.75,98,52178.14
2026-07-28,R2904AE,EREGT,99.999,100.0,99.8,99.8,111,58768.29
2026-07-28,R2907A,REGT,100.99,100.99,100.99,100.99,2,202.58
2026-07-28,R2908A,REGT,99.75,100.0,99.6,100.0,17671,1880630.17
2026-07-28,R2908AE,EREGT,100.3,100.3,99.8,99.9,26,14226.18
2026-07-28,R2908C,REGT,100.3998,100.89,100.299,100.89,164,17699.45
2026-07-28,R2909A,REGT,100.0,100.0,100.0,100.0,100,10658.0
2026-07-28,R2910A,REGT,99.4,100.0,99.4,100.0,16285,1717381.08
2026-07-28,R2910AE,EREGT,99.3002,99.9,99.3002,99.9,1859,1008345.12
2026-07-28,R2911A,REGT,100.0,100.0,100.0,100.0,25,2627.25
2026-07-28,R2912A,REGT,100.001,100.2,100.0,100.0,2825,295551.1
2026-07-28,R2912C,REGT,100.0,100.0,100.0,100.0,150,15657.0
2026-07-28,R3001A,REGT,99.3999,99.69,99.3999,99.65,1107,114215.49
2026-07-28,R3002A,REGT,100.9,101.0,100.65,100.65,2861,298887.41
2026-07-28,R3003A,REGT,100.7999,100.8,100.1555,100.1555,2330,240073.2
2026-07-28,R3003C,REGT,97.17,97.1799,97.17,97.1799,14,1394.34
2026-07-28,R3004A,REGT,100.0,100.0,99.7201,99.7201,422,43023.39
2026-07-28,R3004C,REGT,99.0,99.0,99.0,99.0,59,5952.51
2026-07-28,R3005A,REGT,100.8697,100.8697,100.8697,100.8697,57,5835.09
2026-07-28,R3006AE,EREGT,100.89,100.89,100.5,100.5,118,62453.44
2026-07-28,R3007AE,EREGT,100.3,100.3,100.3,100.3,10,5259.4
2026-07-28,R3008AE,EREGT,99.9999,100.0,99.9999,100.0,100,54970.0
2026-07-28,R3009AE,EREGT,99.9,99.9,99.9,99.9,3,1639.68
2026-07-28,R3011AE,EREGT,99.3,99.3,99.3,99.3,10,5377.6
2026-07-28,R3101AE,EREGT,97.1,97.3994,97.1,97.3994,32,16704.7
2026-07-28,R3103AE,EREGT,97.66,97.66,97.66,97.66,4,2078.64
2026-07-28,R3106A,REGT,100.65,101.39,100.65,101.39,150,15304.3
2026-07-28,R3106AE,EREGT,100.5,100.5,100.5,100.5,9,4755.15
2026-07-28,R3107A,REGT,100.8999,101.35,100.61,101.2,2485,251392.42
2026-07-28,R3108A,REGT,100.7888,101.978,100.7888,101.978,582,63180.9
2026-07-28,R3109A,REGT,100.58,100.89,100.58,100.89,1089,117267.65
2026-07-28,R3110A,REGT,100.8,100.85,100.4202,100.85,135,14391.3
2026-07-28,R3111A,REGT,99.995,100.0,99.995,100.0,500,52669.85
2026-07-28,R3112A,REGT,99.85,100.0,99.85,99.9,3514,367553.53
2026-07-28,R3112AE,EREGT,99.7,100.0,99.6,100.0,4192,2268421.61
2026-07-28,R3201A,REGT,98.5515,100.0,98.5515,100.0,11860,1225837.16
2026-07-28,R3202A,REGT,98.0,99.0,98.0,99.0,2594,263963.44
2026-07-28,R3202AE,EREGT,100.4,100.5,100.3,100.3,561,302608.72
2026-07-28,R3203A,REGT,97.0,98.3,96.8001,98.3,10678,1070934.52
2026-07-28,R3203AE,EREGT,99.62,100.0,99.6,100.0,2882,1538365.91
2026-07-28,R3204A,REGT,99.635,100.15,99.635,100.0,12387,1262352.37
2026-07-28,R3204AE,EREGT,99.55,100.0,99.55,100.0,1646,874053.48
2026-07-28,R3205A,REGT,99.99,100.01,99.99,100.0,337,34191.75
2026-07-28,R3205AE,EREGT,100.43,100.4301,100.25,100.4299,337,179078.78
2026-07-28,R3206AE,EREGT,101.9949,102.2799,101.9948,102.0,89,47848.7
2026-07-28,R3207AE,EREGT,100.79,100.79,100.7,100.7,141,74480.42
2026-07-28,R3508AE,EREGT,101.7,101.7,101.68,101.68,523,295424.71
2026-07-28,R3509AE,EREGT,101.8,101.948,101.6,101.66,219,123083.19
2026-07-28,R3510AE,EREGT,101.9,101.9,101.6,101.8,65,36301.44
2026-07-28,R3511AE,EREGT,100.11,100.3,100.11,100.2501,536,293407.7
2026-07-28,R3512AE,EREGT,99.75,100.0,99.7,100.0,572,310021.86
2026-07-28,R3601AE,EREGT,99.86,99.89,99.85,99.85,190,102374.35
2026-07-28,R3602AE,EREGT,98.38,98.38,98.1,98.32,271,143253.18
2026-07-28,R3603AE,EREGT,98.25,98.39,98.25,98.39,158,83053.88
2026-07-28,R3604AE,EREGT,101.17,101.17,101.05,101.1389,94,50553.02
2026-07-28,R3605AE,EREGT,100.01,100.15,100.01,100.15,130,68868.87
2026-07-28,R3606A,REGT,100.1,100.1001,100.1,100.1,2292,231102.36
2026-07-28,R3606BE,EREGT,104.549,104.68,104.549,104.68,94,51797.01
2026-07-28,R3607AE,EREGT,100.0988,100.0988,100.0,100.0,233,122293.05
2026-07-28,RBAQTL5,RGSP,0.85,0.85,0.85,0.85,700,595.0
2026-07-28,RBBMWTL1,RGSP,5.11,5.28,5.11,5.28,150,779.25
2026-07-28,RBBRDTL5,RGSP,28.33,28.41,28.33,28.41,2349,66547.49
2026-07-28,RBBRETL1,RGSP,32.26,32.26,32.26,32.26,41,1322.66
2026-07-28,RBBRETL2,RGSP,27.63,27.75,27.63,27.75,40,1105.8
2026-07-28,RBDAITL4,RGSP,4.7,5.74,4.7,5.5,546,2782.8
2026-07-28,RBGLDTL3,RGSP,100.48,100.48,100.48,100.48,15,1507.2
2026-07-28,RBIFXTL2,RGSP,20.22,20.22,19.62,19.62,20,398.4
2026-07-28,RBMTL4,RGSP,3.29,3.35,3.29,3.35,125,412.75
2026-07-28,RBMTL5,RGSP,2.64,2.76,2.64,2.76,5003,13252.25
2026-07-28,RBROTX,RGSP,82.68,82.68,82.68,82.68,10,826.8
2026-07-28,RBROTXTL9,RGSP,31.55,31.55,31.55,31.55,10,315.5
2026-07-28,RBSAPTL1,RGSP,21.6,23.32,21.22,23.32,807,17213.52
2026-07-28,RBSLVTL6,RGSP,14.82,14.82,14.5,14.5,3450,50160.0
2026-07-28,RBSNGTL11,RGSP,9.17,9.17,9.17,9.17,60,550.2
2026-07-28,RBSNPTL12,RGSP,0.42,0.44,0.42,0.44,950,403.0
2026-07-28,RBSNPTL6,RGSP,114.47,114.47,114.47,114.47,5,572.35
2026-07-28,RBTLVTL13,RGSP,15.57,15.6,15.57,15.6,29,451.65
2026-07-28,RCHI,XRS1,0.24,0.24,0.24,0.24,12,2.88
2026-07-28,RCSNGTL2,RGSP,150.25,150.25,150.25,150.25,5,751.25
2026-07-28,RCSPX,RGSP,340.0,340.0,340.0,340.0,2,680.0
2026-07-28,REIT,XRS1,0.28,0.28,0.27,0.27,77257,20882.758
2026-07-28,RES33E,EORDB,94.68,94.68,94.5,94.5,18,9010.49
2026-07-28,REVA,XRS1,9.5,9.5,9.5,9.5,100,950.0
2026-07-28,RMAH,REGS,0.882,0.882,0.872,0.878,12378,10863.406
